CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Harmon (Ralph) (Smr),2853 Groom Drive,2853 Groom Dr.,Richmond,94806-2664
7.62E+12,632550,5057,Closed,Contra Costa,West Contra Costa Unified,Seaview Elementary,2000 Southwood Drive,2000 Southwood Dr.,San Pablo,94806-1039
7.62E+12,632550,5035,Active,Contra Costa,West Contra Costa Unified,Lupine Hills Elementary,1919 Lupine Road,1919 Lupine Rd.,Hercules,94547-1299
7.62E+12,632550,5048,Active,Contra Costa,West Contra Costa Unified,Ohlone Elementary,1616 Pheasant Drive,1616 Pheasant Dr.,Hercules,94547-1699
7.62E+12,632550,4445,Active,Contra Costa,West Contra Costa Unified,Hanna Ranch Elementary,2480 Refugio Valley Road,2480 Refugio Valley Rd.,Hercules,94547-1553
7.62E+12,632550,7080,Active,Contra Costa,West Contra Costa Unified,Harbour Way Elementary Community Day,1121 Allview Ave,1121 Allview Ave,El Sobrante,94803-1054
7.62E+12,632550,7081,Active,Contra Costa,West Contra Costa Unified,Cesar E. Chavez Elementary,960 17th Street,960 17th St.,Richmond,94801-2400
7.62E+12,632550,8692,Active,Contra Costa,West Contra Costa Unified,Manzanita Middle,2925 Technology Court,2925 Technology Ct.,Richmond,94806-1952
7.62E+12,632550,,Closed,Contra Costa,West Contra Costa Unified,Towers Preparatory,322 Harbour Way Suite 24,322 Harbour Way Suite 24,Richmond,94801
7.62E+12,632550,10757,Active,Contra Costa,West Contra Costa Unified,Hercules Middle,1900 Refugio Valley Road,1900 Refugio Valley Rd.,Hercules,94547-1554
7.62E+12,632550,8693,Closed,Contra Costa,West Contra Costa Unified,Hercules Middle,1900 Refugio Valley Road,1900 Refugio Valley Rd.,Hercules,94547
7.62E+12,632550,11226,Active,Contra Costa,West Contra Costa Unified,Lovonya DeJean Middle,3400 Macdonald Avenue,3400 Macdonald Ave.,Richmond,94805-4501
7.62E+12,635130,,Active,Contra Costa,San Ramon Valley Unified,,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526-4331
7.62E+12,635130,10758,Active,Contra Costa,San Ramon Valley Unified,Hidden Hills Elementary,12995 Harcourt Way,12995 Harcourt Way,San Ramon,94582-2803
7.62E+12,635130,10759,Active,Contra Costa,San Ramon Valley Unified,Windemere Ranch Middle,11611 East Branch Parkway,11611 East Branch Pkwy.,San Ramon,94582-5805
7.62E+12,635130,10760,Active,Contra Costa,San Ramon Valley Unified,Quail Run Elementary,4000 Goldenbay Avenue,4000 Goldenbay Ave.,San Ramon,94582-5814
7.62E+12,635130,11990,Active,Contra Costa,San Ramon Valley Unified,Dougherty Valley High,10550 Albion Road,10550 Albion Rd.,San Ramon,94582-2901
7.62E+12,635130,11880,Active,Contra Costa,San Ramon Valley Unified,Live Oak Elementary,5151 Sherwood Way,5151 Sherwood Way,San Ramon,94582-5961
7.62E+12,635130,13249,Active,Contra Costa,San Ramon Valley Unified,INFANT Pre,699 Old Orchard Drive,699 Old Orchard Dr.,Danville ,93526-4331
7.62E+12,635130,12300,Active,Contra Costa,San Ramon Valley Unified,Gale Ranch Middle,6400 Main Branch Road,6400 Main Branch Rd.,San Ramon,94582-5825
7.62E+12,635130,12242,Active,Contra Costa,San Ramon Valley Unified,Creekside Elementary,6011 Massara Street,6011 Massara St.,Danville,94506-5004
7.62E+12,635130,,Pending,Contra Costa,San Ramon Valley Unified,Bella Vista Elementary,1050 Trumpet Vine Lane,1050 Trumpet Vine Ln.,San Ramon,94582
7.62E+12,635130,5943,Active,Contra Costa,San Ramon Valley Unified,California High,9870 Broadmoor Drive,9870 Broadmoor Dr.,San Ramon,94583-2942
7.62E+12,635130,8976,Active,Contra Costa,San Ramon Valley Unified,Venture (Alternative),10540 Albion Road,10540 Albion Rd.,San Ramon,94582-2901
7.62E+12,635130,,Closed,Contra Costa,San Ramon Valley Unified,San Ramon Adult Education,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526
7.62E+12,635130,,Closed,Contra Costa,San Ramon Valley Unified,San Ramon Adult Education,699 Old Orchard Drive,699 Old Orchard Dr.,Danville,94526
7.62E+12,635130,7495,Closed,Contra Costa,San Ramon Valley Unified,Horizons Community Day,3280 E Crow Canyon Road,3280 E Crow Canyon Rd.,San Ramon,94526
7.62E+12,635130,5952,Active,Contra Costa,San Ramon Valley Unified,Monte Vista High,3131 Stone Valley Road,3131 Stone Valley Rd.,Danville,94526-1129
7.62E+12,635130,5957,Active,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,501 Danville Boulevard,501 Danville Blvd.,Danville,94526-2404
7.62E+12,635130,5946,Active,Contra Costa,San Ramon Valley Unified,Del Amigo High (Continuation),189 Del Amigo Road,189 Del Amigo Rd.,Danville,94526-2399
7.62E+12,635130,5942,Active,Contra Costa,San Ramon Valley Unified,Alamo Elementary,100 Wilson Road,100 Wilson Rd.,Alamo,94507-1253
7.62E+12,635130,5944,Active,Contra Costa,San Ramon Valley Unified,Charlotte Wood Middle,600 El Capitan Drive,600 El Capitan Dr.,Danville,94526-5000
7.62E+12,635130,5945,Active,Contra Costa,San Ramon Valley Unified,Country Club Elementary,7534 Blue Fox Way,7534 Blue Fox Way,San Ramon,94583-3721
7.62E+12,635130,5947,Active,Contra Costa,San Ramon Valley Unified,Green Valley Elementary,1001 Diablo Road,1001 Diablo Rd.,Danville,94526-1923
7.62E+12,635130,5949,Active,Contra Costa,San Ramon Valley Unified,John Baldwin Elementary,741 Brookside Drive,741 Brookside Dr.,Danville,94526-4201
7.62E+12,635130,5950,Active,Contra Costa,San Ramon Valley Unified,Los Cerros Middle,968 Blemer Road,968 Blemer Rd.,Danville,94526-1502
7.62E+12,635130,5951,Active,Contra Costa,San Ramon Valley Unified,Montair Elementary,300 Quinterra Lane,300 Quinterra Ln.,Danville,94526-3239
7.62E+12,635130,5956,Active,Contra Costa,San Ramon Valley Unified,Rancho Romero Elementary,180 Hemme Avenue,180 Hemme Ave.,Alamo,94507-2144
7.62E+12,635130,5958,Active,Contra Costa,San Ramon Valley Unified,Stone Valley Middle,3001 Miranda Avenue,3001 Miranda Ave.,Alamo,94507-1646
7.62E+12,635130,5960,Active,Contra Costa,San Ramon Valley Unified,Vista Grande Elementary,667 Diablo Road,667 Diablo Rd.,Danville,94526-2801
7.62E+12,635130,5954,Active,Contra Costa,San Ramon Valley Unified,Neil A. Armstrong Elementary,2849 Calais Drive,2849 Calais Dr.,San Ramon,94583-3116
7.62E+12,635130,,Closed,Contra Costa,San Ramon Valley Unified,Los Meganos Elem,,,,
7.62E+12,635130,5961,Active,Contra Costa,San Ramon Valley Unified,Walt Disney Elementary,3250 Pine Valley Road,3250 Pine Valley Rd.,San Ramon,94583-3651
7.62E+12,635130,5959,Active,Contra Costa,San Ramon Valley Unified,Twin Creeks Elementary,2785 Marsh Drive,2785 Marsh Dr.,San Ramon,94583-2049
7.62E+12,635130,5948,Active,Contra Costa,San Ramon Valley Unified,Greenbrook Elementary,1475 Harlan Drive,1475 Harlan Dr.,Danville,94526-5248
7.62E+12,635130,5953,Active,Contra Costa,San Ramon Valley Unified,Montevideo Elementary,13000 Broadmoor Drive,13000 Broadmoor Dr.,San Ramon,94583-2555
7.62E+12,635130,5955,Active,Contra Costa,San Ramon Valley Unified,Pine Valley Middle,3000 Pine Valley Road,3000 Pine Valley Rd.,San Ramon,94583-3324
7.62E+12,635130,7356,Active,Contra Costa,San Ramon Valley Unified,Bollinger Canyon Elementary,2300 Talavera Drive,2300 Talavera Dr.,San Ramon,94583-2200
7.62E+12,635130,,Merged,Contra Costa,San Ramon Valley Unified,Venture,2400 Old Crow Canyon Road,2400 Old Crow Canyon Rd.,San Ramon,94583
7.62E+12,635130,9631,Active,Contra Costa,San Ramon Valley Unified,Golden View Elementary,5025 Canyon Crest Drive,5025 Canyon Crest Dr.,San Ramon,94582-4848
7.62E+12,635130,289,Active,Contra Costa,San Ramon Valley Unified,Sycamore Valley Elementary,2200 Holbrook Drive,2200 Holbrook Dr.,Danville,94506-4413
7.62E+12,635130,5729,Active,Contra Costa,San Ramon Valley Unified,Iron Horse Middle,12601 Alcosta Boulevard,12601 Alcosta Blvd.,San Ramon,94583-9025
7.62E+12,635130,7082,Active,Contra Costa,San Ramon Valley Unified,Tassajara Hills Elementary,4675 Camino Tassajara Road,4675 Camino Tassajara Rd.,Danville,94506-5901
7.62E+12,635130,8460,Active,Contra Costa,San Ramon Valley Unified,Diablo Vista Middle,4100 Camino Tassajara,4100 Camino Tassajara,Danville,94506-4700
7.62E+12,635130,8461,Active,Contra Costa,San Ramon Valley Unified,Coyote Creek Elementary,8700 North Gale Ridge Road,8700 North Gale Ridge Rd.,San Ramon,94582-5081
7.62E+12,641250,,Active,Contra Costa,Walnut Creek Elementary,,960 Ygnacio Valley Road,960 Ygnacio Valley Rd.,Walnut Creek,94596-3826
7.62E+12,641250,,Active,Contra Costa,Walnut Creek Elementary,Tice Creek,1847 Newell Avenue,1847 Newell Ave.,Walnut Creek,94595-1452
7.62E+12,641250,6827,Active,Contra Costa,Walnut Creek Elementary,Buena Vista Elementary,2355 San Juan Avenue,2355 San Juan Ave.,Walnut Creek,94597-3099
7.62E+12,641250,6828,Active,Contra Costa,Walnut Creek Elementary,Indian Valley Elementary,551 Marshall Drive,551 Marshall Dr.,Walnut Creek,94598-4908
7.62E+12,641250,6829,Active,Contra Costa,Walnut Creek Elementary,Murwood Elementary,2050 Vanderslice Avenue,2050 Vanderslice Ave.,Walnut Creek,94596-5923
7.62E+12,641250,9461,Active,Contra Costa,Walnut Creek Elementary,Parkmead Elementary,1920 Magnolia Way,1920 Magnolia Way,Walnut Creek,94595-1715
7.62E+12,641250,,Closed,Contra Costa,Walnut Creek Elementary,Parkmead Intermediate,2445 Walnut Boulevard,2445 Walnut Blvd.,Walnut Creek,94596
7.62E+12,641250,,Closed,Contra Costa,Walnut Creek Elementary,Tice Valley Elementary,2071 Tice Valley Boulevard,2071 Tice Valley Blvd.,Walnut Creek,94595
7.62E+12,641250,,Closed,Contra Costa,Walnut Creek Elementary,Walnut Creek Elem.,2445 Walnut Boulevard,2445 Walnut Blvd.,Walnut Creek,94598
7.62E+12,641250,6831,Active,Contra Costa,Walnut Creek Elementary,Walnut Creek Intermediate,2425 Walnut Boulevard,2425 Walnut Blvd.,Walnut Creek,94597-3836
7.62E+12,641250,6832,Active,Contra Costa,Walnut Creek Elementary,Walnut Heights Elementary,4064 Walnut Boulevard,4064 Walnut Blvd.,Walnut Creek,94596-5463
7.74E+12,600092,,Active,Contra Costa,Contra Costa County ROP,,77 Santa Barbara Road,77 Santa Barbara Rd.,Pleasant Hill,94523
7.74E+12,600092,10761,Active,Contra Costa,Contra Costa County ROP,Contra Costa County ROP,77 Santa Barbara Road,77 Santa Barbara Rd.,Pleasant Hill,94523-4215
7.77E+12,601419,,Active,Contra Costa,SBE - Synergy,,355 East Leland Road,355 East Leland Rd.,Pittsburg,94565-4911
7.77E+12,601419,13136,Active,Contra Costa,SBE - Synergy,Synergy Education Project,355 East Leland Road,355 East Leland Rd.,Pittsburg,94565-4911
8.10E+12,691063,,Active,Del Norte,Del Norte County Office of Education,,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531-8340
8.10E+12,691063,10762,Active,Del Norte,Del Norte County Office of Education,Elk Creek,1115 Williams Drive,1115 Williams Dr.,Crescent City,95531
8.10E+12,691063,10763,Active,Del Norte,Del Norte County Office of Education,Bar-O,15005 Highway 199,15005 Highway 199,Gasquet,95543
8.10E+12,691063,11577,Closed,Del Norte,Del Norte County Office of Education,Klamath River Early College of the Redwoods,510 E Washington Blvd,510 E Washington Blvd,Crescent City,95531
8.10E+12,691063,11883,Active,Del Norte,Del Norte County Office of Education,Uncharted Shores Academy,330 E Street,330 E St.,Crescent City,95531-8330
8.10E+12,691063,10184,Closed,Del Norte,Del Norte County Office of Education,Paragon/Avalon Independent Study,400 West Harding Street,400 West Harding St.,Crescent City,95531
8.10E+12,691063,,Closed,Del Norte,Del Norte County Office of Education,Juvenile Hall/Community,301 West Washington Boulevard,301 West Washington Blvd.,Cresent City,95531
8.10E+12,691063,8462,Active,Del Norte,Del Norte County Office of Education,Del Norte Community,400 West Harding Street,400 West Harding St.,Crescent City,95531-2137
8.10E+12,691063,8694,Active,Del Norte,Del Norte County Office of Education,Castle Rock,1260 Glenn Street,1260 Glenn St.,Crescent City,95531-2113
8.10E+12,691063,10476,Closed,Del Norte,Del Norte County Office of Education,Del Norte County Community (Secondary),400 West Harding Street,400 West Harding St.,Crescent City,95531
8.10E+12,691063,8048,Closed,Del Norte,Del Norte County Office of Education,Juvenile Hall/Bar-O,15005 Hwy199,15005 Hwy199,Gasquet,95531-8340
8.10E+12,691063,,Closed,Del Norte,Del Norte County Office of Education,Del Norte County Special Educa,301 W. Washington Boulevard,301 W. Washington Blvd.,Crescent City,95531
8.10E+12,691063,10477,Closed,Del Norte,Del Norte County Office of Education,Del Norte County Community (Elementary),400 West Harding Street,400 West Harding St.,Crescent City,95531
8.62E+12,610770,,Active,Del Norte,Del Norte County Unified,,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531-8340
8.62E+12,610770,12431,Active,Del Norte,Del Norte County Unified,Del Norte County Adult,2500 Elk Valley Cross Road,2500 Elk Valley Cross Rd.,Crescent City,95531
8.62E+12,610770,1193,Active,Del Norte,Del Norte County Unified,Del Norte High,1301 El Dorado Street,1301 El Dorado St.,Crescent City,95531-2110
8.62E+12,610770,1200,Active,Del Norte,Del Norte County Unified,Sunset High,2500 Elk Valley Cross Road,2500 Elk Valley Cross Rd.,Crescent City,95531-8461
8.62E+12,610770,1191,Active,Del Norte,Del Norte County Unified,Bess Maxwell Elementary,1124 El Dorado Street,1124 El Dorado St.,Crescent City,95531-2111
8.62E+12,610770,1192,Active,Del Norte,Del Norte County Unified,Crescent Elk Middle,994 G Street,994 G St.,Crescent City,95531-3417
8.62E+12,610770,1194,Active,Del Norte,Del Norte County Unified,Joe Hamilton Elementary,1050 E Street,1050 E St.,Crescent City,95531-3423
8.62E+12,610770,,Closed,Del Norte,Del Norte County Unified,Lake Earl Elementary,"Route 1, Box 222","Rt. 1, Box 222",Crescent City,95531
8.62E+12,610770,1195,Active,Del Norte,Del Norte County Unified,Margaret Keating Elementary,300 Minot Creek Road,300 Minot Creek Rd.,Klamath,95548-0065
8.62E+12,610770,1196,Active,Del Norte,Del Norte County Unified,Mountain Elementary,55 Azalea Lane,55 Azalea Ln.,Gasquet,95543
8.62E+12,610770,1197,Active,Del Norte,Del Norte County Unified,Pine Grove Elementary,900 Pine Grove Road,900 Pine Grove Rd.,Crescent City,95531-8948
8.62E+12,610770,1198,Active,Del Norte,Del Norte County Unified,Redwood Elementary,6900 Lake Earl Drive,6900 Lake Earl Dr.,Crescent City,95531-7909
8.62E+12,610770,1199,Active,Del Norte,Del Norte County Unified,Smith River Elementary,134 First Street,134 First St.,Smith River,95567-0280
8.62E+12,610770,5574,Active,Del Norte,Del Norte County Unified,Mary Peacock Elementary,1720 Arlington,1720 Arlington,Crescent City,95331-8331
8.74E+12,600093,,Active,Del Norte,Del Norte County ROP,,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531
8.74E+12,600093,10765,Active,Del Norte,Del Norte County ROP,Del Norte County ROP,1301 El Dorado,1301 El Dorado,Crescent City,95531-2110
9.10E+12,691006,,Active,El Dorado,El Dorado County Office of Education,,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984
9.10E+12,691006,10766,Active,El Dorado,El Dorado County Office of Education,Blue Ridge,1041 Al Tahoe Boulevard,1041 Al Tahoe Blvd.,South Lake Tahoe,95610
9.10E+12,691006,11578,Active,El Dorado,El Dorado County Office of Education,El Dorado COE Adult Education,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984
9.10E+12,691006,11579,Closed,El Dorado,El Dorado County Office of Education,El Dorado COE Charter Community Day,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984
9.10E+12,691006,12293,Closed,El Dorado,El Dorado County Office of Education,Workforce Investment Act Charter,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984
9.10E+12,691006,12762,Active,El Dorado,El Dorado County Office of Education,Charter Alternative Program (CAP),6520 Oak Dell Road,6520 Oak Dell Rd.,El Dorado,95623-4322
9.10E+12,691006,12669,Closed,El Dorado,El Dorado County Office of Education,County Community,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984
9.10E+12,691006,7386,Active,El Dorado,El Dorado County Office of Education,Golden Ridge,299 Fair Lane,299 Fair Ln.,Placerville,95667
9.10E+12,691006,1981,Active,El Dorado,El Dorado County Office of Education,Charter Community School Home Study Academy,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984
9.10E+12,691006,2957,Active,El Dorado,El Dorado County Office of Education,Rite of Passage,100 Rosaschi Road,100 Rosaschi Rd.,Yerington,89447
9.10E+12,691006,8463,Closed,El Dorado,El Dorado County Office of Education,Charter Transitional Reporting Educational Center (TREC II),295 Fair Lane,295 Fair Ln.,Placerville,95667
9.10E+12,691006,8464,Closed,El Dorado,El Dorado County Office of Education,Charter Transitional Reporting Educational Center (TREC I),1286 Kyburz Avenue,1286 Kyburz Ave.,South Lake Tahoe,96150
9.10E+12,691006,,Merged,El Dorado,El Dorado County Office of Education,Bliss Special Training (TMR),2860 Schnell School Road,2860 Schnell School Rd.,Placerville,95667
9.10E+12,691006,9218,Active,El Dorado,El Dorado County Office of Education,Special Education,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984
9.10E+12,691006,,Merged,El Dorado,El Dorado County Office of Education,Winnie Wakeley Special Education,Snows Road,Snows Rd.,Camino,95709
9.10E+12,691006,,Merged,El Dorado,El Dorado County Office of Education,Gold Oak Special Education Facility,3171 Pleasant Valley Road,3171 Pleasant Valley Rd.,Placerville,95667
9.10E+12,691006,,Merged,El Dorado,El Dorado County Office of Education,County Community,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667
9.10E+12,691006,,Closed,El Dorado,El Dorado County Office of Education,El Dorado County Community,337 Placerville Drive,337 Placerville Dr.,Placerville,95667
9.62E+12,606270,,Active,El Dorado,Buckeye Union Elementary,,1665 Blackstone Parkway,1665 Blackstone Pkwy.,El Dorado Hills,95762-9570
9.62E+12,606270,11240,Active,El Dorado,Buckeye Union Elementary,Oak Meadow Elementary,7701 Silva Valley Parkway,7701 Silva Valley Pkwy.,El Dorado Hills,95762-7729
9.62E+12,606270,10767,Active,El Dorado,Buckeye Union Elementary,Charter Montessori Blue Oak Campus,2391 Merrychase Drive,2391 Merrychase Dr.,Cameron Park,95682-9094
9.62E+12,606270,11580,Active,El Dorado,Buckeye Union Elementary,California Montessori Project-Shingle Springs Campus,4645 Buckeye Road,4645 Buckeye Rd.,Shingle Springs,95682-9505
9.62E+12,606270,13748,Active,El Dorado,Buckeye Union Elementary,Rising Sun Montessori,7006 Rossmore Lane,7006 Rossmore Ln.,El Dorado Hills,95762-7126
9.62E+12,606270,548,Active,El Dorado,Buckeye Union Elementary,Buckeye Elementary,4561 Buckeye Road,4561 Buckeye Rd.,Shingle Springs,95682-9503
9.62E+12,606270,550,Active,El Dorado,Buckeye Union Elementary,William Brooks Elementary,3610 Park Drive,3610 Park Dr.,El Dorado Hills,95762-4544
9.62E+12,606270,549,Active,El Dorado,Buckeye Union Elementary,Camerado Springs Middle,2480 Merrychase Drive,2480 Merrychase Dr.,Cameron Park,95682-9093
9.62E+12,606270,9326,Active,El Dorado,Buckeye Union Elementary,Blue Oak Elementary,2391 Merrychase Drive,2391 Merrychase Dr.,Cameron Park,95682-9094
9.62E+12,606270,291,Active,El Dorado,Buckeye Union Elementary,Silva Valley Elementary,3001 Golden Eagle Lane,3001 Golden Eagle Ln.,El Dorado Hills,95762-7500
9.62E+12,606270,2958,Active,El Dorado,Buckeye Union Elementary,Rolling Hills Middle,7141 Silva Valley Parkway,7141 Silva Valley Pkwy.,El Dorado Hills,95762-7862
9.62E+12,607170,,Active,El Dorado,Camino Union Elementary,,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578
